id,name,capacity,grass,city,state
3781,Johnny Unitas Stadium,11200,False,Towson,MD
4728,John O'Quinn Field at TDECU Stadium,40000,False,Houston,TX
6127,John P. Papp Stadium,4500,,Wooster,OH
3782,Johnson Hagood Stadium,11427,True,Charleston,SC
3784,Jones AT&T Stadium,60454,False,Lubbock,TX
5800,Jopson Athletic Complex,3500,,Bridgewater,VA
3785,Jordan-Hare Stadium,87451,True,Auburn,AL
3662,JSU Stadium,24000,False,Jacksonville,AL
5832,Justin F. Coressel Stadium,4000,,Defiance,OH
7076,J.W. Babb Stadium,4000,,Greenwood,SC
5905,Kean Alumni Stadium,5300,,Union,NJ
3786,Kelly/Shorts Stadium,30255,False,Mount Pleasant,MI
3787,Kenan Memorial Stadium,50500,False,Chapel Hill,NC
3788,Kenneth P. LaValle Stadium,12300,False,Stony Brook,NY
3922,Kenneth R. Gill Stadium,1434,,Westminster,MD
4900,Kermit Tipton Stadium,6600,False,Johnson City,TN
3790,Kessler Field,4000,False,West Long Branch,NJ
5389,Kessler Stadium,4200,False,West Long Branch,NJ
6040,Key Stadium,5500,,Indianapolis,IN
3791,Kibbie Dome,16000,False,Moscow,ID
3792,Kidd Brewer Stadium,30000,False,Boone,NC
3793,Kinnick Stadium,69250,False,Iowa City,IA
5872,Kirkeby-Over Stadium,6500,,Sioux Falls,SD
5895,Klas Field,2000,,Saint Paul,MN
5813,Klein Field at Manitou,3500,,Northfield,MN
6117,Knight Stadium,1000,,Buena Vista,VA
5902,Knox Stadium,3000,,Huntingdon,PA
5936,Koi Ishto Stadium,5000,,Ada,OK
3794,Korb Field,0,,South Euclid,OH
3795,Kyle Field,102733,True,College Station,TX
3797,Ladd Peebles Stadium,33471,False,Mobile,AL
7079,Laird Stadium,7500,,Northfield,MN
3798,Lambeau Field,80735,True,Greenbay,WI
6044,Lane Field,2500,,Jackson,TN
3799,Lane Stadium,65632,True,Blacksburg,VA
5839,Langhorst Field,2500,,Elmhurst,IL
3800,Larry Wilcox Stadium,2500,,Atchison,KS
3801,LaVell Edwards Stadium,63470,True,Provo,UT
3802,Lawrence A. Wien Stadium,17000,False,Manhattan,NY
6223,Lawrence Tech Athletic Field,2300,,Southfield,MI
6113,Leckonby Stadium,1500,,Canton,NY
6047,Leemon Field,2000,,Lebanon,IL
5923,Legacy Field in Carlson Stadium,5000,,Decorah,IA
3803,Legion Field,72000,False,Birmingham,AL
3804,Legions Field (FL),0,,Lake Wales,FL
5869,LeGrand Stadium at 1st Community Credit Union Field,5670,,San Angelo,TX
36,Leonidoff Field,5000,False,Poughkeepsie,NY
4855,Leslie C. Quick Jr. Stadium,4000,,Chester,PA
4738,Levi's Stadium,68500,False,Santa Clara,CA
5896,Lewis C. Everett Stadium,1850,,Farmville,VA
5890,Lewis Field Stadium,6362,,Hays,KS
3805,Liberty Bowl Memorial Stadium,58325,False,Memphis,TN
3806,Lincoln Financial Field,69879,False,Philadelphia,PA
3807,Lincoln Park Stadium,0,,Forest Grove,OR
3808,Lincoln University Stadium,5000,,Lincoln University,PA
5824,Lions Stadium,6000,,Ewing,NJ
5123,Little Giant Stadium,3500,,Crawfordsville,IN
5932,Lloyd L. Thornton Stadium,3000,,Maryville,TN
477,Los Angeles Memorial Coliseum,77500,True,Los Angeles,CA
3809,Louis Crews Stadium,21000,False,Huntsville,AL
3811,Lubbers Stadium,10444,False,Allendale,MI
3812,Lucas Oil Stadium,63000,False,Indianapolis,IN
6231,Lucy Laney Stadium,9000,,Augusta,GA
6222,Lumpkins Stadium,9500,,Waxahachie,TX
3813,"Luther ""Nick"" Jeralds Stadium",5520,,Fayetteville,NC
5877,Lyle Hare Stadium,4200,,Spearfish,SD
5928,Macalester Stadium,4000,,Saint Paul,MN
5793,Macholtz Stadium,4300,,Anderson,IN
3816,Mackay Stadium,27000,False,Reno,NV
3817,Malone Stadium,30427,False,Monroe,LA
3818,Malosky Stadium,0,,Duluth,MN
6083,Mangelsdorf Field,1500,,Dallas,PA
3779,Manning Field at John L. Guidry Stadium,10500,False,Thibodaux,LA
5860,Mapleleaf Athletic Complex,5000,,Mount Pleasant,IA
4223,Marlins Park,34000,True,Miami,FL
3820,Martin Stadium,32952,False,Pullman,WA
5883,Marv Kay Stadium at Campbell Field,4000,,Golden,CO
3665,Maryland Stadium,51802,False,College Park,MD
4426,Matador Stadium,0,,Seguin,TX
5119,Maxwell Field,4000,,Mcminnville,OR
5844,McAfee Field,1200,,Hancock,MI
5783,McArthur Field,3000,,Monmouth,OR
5906,McBride Field,1762,,Gambier,OH
5907,McCarthy Stadium (Wilkes Barre),3000,,Wilkes Barre Township,PA
4441,McConnell Family Stadium,2500,,Erie,PA
6149,McCulloch Stadium,7000,,Salem,OR
5115,McCully Stadium,4100,,Wheaton,IL
6308,McKinney ISD Stadium,12000,,Mckinney,TX
4727,McLane Stadium,45140,False,Waco,TX
4749,McPherson Memorial Stadium,7000,,Xenia,OH
3638,MDU Resources Community Bowl,6000,,Bismarck,ND
3824,Meade Stadium,8000,True,Kingston,RI
6046,Meares Stadium,5000,,Mars Hill,NC
3826,Memorial Field,11000,False,Hanover,NH
6146,Memorial Field (PA),4500,,New Wilmington,PA
3829,Memorial Stadium,12764,False,Terre Haute,IN
3834,Memorial Stadium,85458,False,Lincoln,NE
3833,Memorial Stadium,47000,False,Lawrence,KS
3836,Memorial Stadium,81500,True,Clemson,SC
3832,Memorial Stadium,60670,False,Champaign,IL
3830,Memorial Stadium,52656,False,Bloomington,IN
4437,"Memorial Stadium (Clarion, PA)",5000,,Clarion,PA
4762,Memorial Stadium (Commerce TX),11582,,Commerce,TX
7185,"Memorial Stadium (El Dorado, AR)",7030,,El Dorado,AR
3837,"Memorial Stadium (Selma, AL)",0,,Selma,AL
3827,"Memorial Stadium (Stephenville, TX)",12000,,Stephenville,TX
6035,"Memorial Stadium (Wayne, NE)",2500,,Wayne,NE
6101,"Memorial Stadium (Westerville, OH)",2400,,Westerville,OH
6147,"Memorial Stadium (Whittier, CA)",7000,,Whittier,CA
6049,"Memorial Stadium (Wichita Falls, TX)",14500,,Wichita Falls,TX
5348,Mercedes-Benz Stadium,75000,False,Atlanta,GA
3493,Mercedes-Benz Superdome,73000,False,New Orleans,LA
5788,Merrill Field at Yunevich Stadium,1435,,Alfred,NY
6103,Merritt Field,4000,,Claremont,CA
3839,MetLife Stadium,82500,False,East Rutherford,NJ
4751,Mewbourne Stadium,0,,Tyler,TX
3558,Michigan Stadium,107601,False,Ann Arbor,MI
4430,Mihalik-Thompson Stadium,10000,,Slippery Rock,PA
6073,Milam Stadium,8600,,Weatherford,OK
3976,Mississippi Veterans Memorial Stadium,44215,True,Jackson,MS
6221,Mitchell Stadium,10000,,Bluefield,WV
3843,MLC Bowl,2500,,New Ulm,MN
3815,M. M. Roberts Stadium,36000,False,Hattiesburg,MS
5998,Monarch Stadium,800,,Fayetteville,NC
4014,Moretz Stadium,8500,,Hickory,NC
5782,Mountaineer Bowl,4000,,Gunnison,CO
3842,Mountaineer Field at Milan Puskar Stadium,60000,False,Morgantown,WV
4856,Mount Union Stadium,5600,,Alliance,OH
3814,M&T Bank Stadium,71008,False,Baltimore,MD
6063,Mueller Field,2000,,South Euclid,OH
4421,Multi-Sport Performance Stadium,2500,,Philippi,WV
3848,Multi-Sport Stadium,1200,,Worcester,MA
7422,Municipal Stadium,75,True,Waterbury,CT
3850,Municipal Stadium,10000,False,Daytona Beach,FL
3851,Mustang Stadium,3500,,Stevenson,MD
3852,Navy-Marine Corps Memorial Stadium,34000,False,Annapolis,MD
4852,Neta and Eddie DeRose ThunderBowl,6500,,Pueblo,CO
5083,New Turner Stadium,4400,,Upland,IN
3853,Neyland Stadium,102455,True,Knoxville,TN
3854,Nippert Stadium,40000,False,Cincinnati,OH
3810,Nissan Stadium,69143,False,Nashville,TN
3855,Notre Dame Stadium,80795,False,Notre Dame,IN
3856,Nottingham Field,8500,True,Greeley,CO
3891,NRG Stadium,71995,True,Houston,TX
3858,O'Brien Stadium,10000,False,Charleston,IL
3859,Offutt Field,5000,,Greensburg,PA
3860,O'Harra Stadium,4000,,Rapid City,SD
3861,Ohio Stadium,102780,False,Columbus,OH
3862,O'Kelly-Riddick Stadium,10000,False,Durham,NC
5829,Old National Bank Stadium,1400,,Saint Bonifacius,MN
3864,Oliver C. Dawson Stadium,22000,False,Orangeburg,SC
5403,Orlando City Stadium,0,,Orlanda,FL
5838,Ornelas Stadium,2046,,Marshall,TX
5909,Ortmayer Stadium,2500,,La Verne,CA
5116,O'Shaughnessy Stadium,5025,,Saint Paul,MN
4438,O'Shields-Stevenson Stadium,5000,,Cheyney,PA
6066,Pace Stadium,1500,,Pleasantville,NY
3868,Paladin Stadium,16000,False,Greenville,SC
3869,Palmetto Ridge High School,0,,Naples,FL
5238,Panther Stadium,15000,True,Prairie View,TX
3870,Panther Stadium (OH),1750,,Columbus,OH
3873,Papa John's Cardinal Stadium,60000,False,Louisville,KY
5935,Parker Field at McCool Stadium,8125,,Cleveland,MS
6136,Patterson Field,2500,,Collegeville,PA
6097,Patterson Field at Jack Kemp Stadium,4000,,Los Angeles,CA
3874,Paul Brown Stadium,66515,False,Cincinnati,OH
3875,Paul Laird Field,4100,,Durant,OK
3608,Paulson Stadium,25000,False,Statesboro,GA
3876,Peden Stadium,24000,False,Athens,OH
4854,Perkins Stadium,13500,,Whitewater,WI
4205,Petco Park,0,,San Diego,CA
5841,Pete FioRito Stadium at McKinzie Field,2500,,Eureka,IL
6078,Pioneer Field (TN),3500,,Greeneville,TN
3877,Pioneer Stadium,1500,,Alfred,NY
3878,Plaster Sports Complex,17337,False,Springfield,MO
7225,Polar Park,9508,,Worcester,MA
5792,Pratt Field at Lehrman Stadium,2500,,Amherst,MA
3880,Priest Field,0,,Fulton,MO
3881,Princeton University Stadium,27800,False,Princeton,NJ
7221,Protective Stadium,0,False,Birmingham,AL
3485,Providence Park,19566,False,Portland,OR
3882,Provost Umphrey Stadium,16000,False,Beaumont,TX
6122,Public Schools Stadium,4500,,Duluth,MN
3932,Qualcomm Stadium,70561,False,San Diego,CA
3723,QU Stadium,3000,,Quincy,IL
5911,Ralph E. Davis Pioneer Stadium,10000,,Platteville,WI
6058,Ralph F. DellaCamera Stadium,5000,,West Haven,CT
5882,Ralph Stocker Stadium,8000,,Grand Junction,CO
5133,Ram Stadium (WV),5000,,Shepherdstown,WV
4763,Ranger Field,6000,,Alva,OK
5917,Ratliff Stadium,17931,,Odessa,TX
3755,Ray and Sue Smith Stadium,5300,,Holland,MI
5944,Ray Dennison Memorial Field,4000,,Durango,CO
3886,Raymond James Stadium,65828,True,Tampa,FL
4583,Razorback Stadium (Texarkana),0,,Texarkana,AR
5118,Redwood Bowl,0,,Aracata,CA
5849,Reeves Field (PA),6000,,Beaver Falls,PA
3889,Reinhart Field,3500,False,Bronx,NY
3892,Rentschler Field,40000,True,East Hartford,CT
3893,Reser Stadium,43363,False,Corvallis,OR
5866,Rex Stadium,2800,,Alamosa,CO
6094,Reynolds Field,1800,,Roseville,MN
3491,RFK Stadium,45596,True,Washington,DC
3894,Rhodes Stadium,14000,True,Elon,NC
587,Rice-Eccles Stadium,45807,False,Salt Lake City,UT
3895,Rice Stadium,47000,False,Houston,TX
3896,Rice-Totten Field,10000,True,Itta Bena,MS
3897,Richardson Stadium,6000,False,Davidson,NC
6112,Richard Wackar Stadium,5000,,Glassboro,NJ
5929,Ritchie Field,1500,,Castine,ME
5833,Robert A. Lipinski Field at James Work Memorial Stadium,2000,,New Britain,PA
4435,Robert B. Redman Stadium,5000,,Bloomsburg,PA
5864,Robert E. Thorn Field,3500,,Grove City,PA
3901,Robert E. Williams Field,0,,Buena Vista,VA
453,Robertson Stadium,32000,False,Houston,TX
5842,Robert T. Shields Field,1000,,Madison,NJ
6053,Robinson-Hale Stadium,8500,,Clinton,MS
6086,Rocco Calvo Field,2000,,Bethlehem,PA
5921,Rock Bowl,10000,,Dubuque,IA
7080,Rocky Mount Athletic Complex,5000,,Rocky Mount,NC
5941,Roebuck Stadium,3500,,Elizabeth City,NC
3904,Rogers Stadium (VA),7909,,Petersburg,VA
3905,Romney Stadium,25513,False,Logan,UT
5868,Ronald J. Abdow Field,4000,,Springfield,MA
5817,Ron and Joyce Schipper Stadium,1000,,Pella,IA
6057,Ron & Carol Cope Stadium at Foster Field,5250,,Kearney,NE
5919,Ron Roberts Field at the Banta Bowl,3634,,Appleton,WI
3906,Roos Field,8500,False,Cheney,WA
1056,Rose Bowl,88565,True,Pasadena,CA
5861,Rosenbloom Field,1500,,Grinnell,IA
3907,Ross-Ade Stadium,57282,True,West Lafayette,IN
5804,Royal Stadium,8000,,Arden Hills,MN
3908,Roy Kidd Stadium,20000,False,Richmond,KY
3909,Roy Stewart Stadium,16800,False,Murray,KY
5113,Ruggles Field at Carpenter-Haygood Stadium,9600,,Arkadelphia,AR
3911,Ryan Field,47130,True,Evanston,IL
3912,Rynearson Stadium,30200,False,Ypsilanti,MI
6095,Sabine Field at Haynes Family Stadium,3000,,Northfield,VT
4134,Salem Stadium,0,,Salem,VA
3913,Saluki Stadium,15000,False,Carbondale,IL
3914,Sam Boyd Stadium,36800,False,Whitney,NV
6110,Sam Greeley Field,1000,,Rockford,IL
6059,Sanchez Family Stadium,5000,,Las Vegas,NM
3917,Sanford Stadium,92746,True,Athens,GA
4428,Saxon Stadium,2300,,Erie,PA
3606,Scheels Field at Nemzek Stadium,5000,,Moorhead,MN
3919,Scheumann Stadium,22500,False,Muncie,IN
3920,Schmidt Stadium,1800,,Edwardsville,PA
5815,Schneider Stadium,2000,,Waukesha,WI
3921,Schoellkopf Field,21500,False,Ithaca,NY
6088,Schueler Field,2400,,Cincinnati,OH
6072,Schwan Regional Event Center,2500,,Marshall,MN
4853,Scott D. Miller Stadium,2500,,Dover,DE
3923,Scott Stadium,61500,True,Charlottesville,VA
6089,Scotty Wood Stadium,3000,,Allentown,PA
5933,Sea Foam Stadium,3500,,Saint Paul,MN
6114,Sea Gull Stadium,5000,,Salisbury,MD
5689,Seaverns Field At Harold Alfond Stadium,2000,,Waterville,ME
3925,Seibert Stadium,6700,False,Homewood,AL
6099,Selby Stadium,9100,,Delaware,OH
4429,Seth Grove Stadium,7700,,Shippensburg,PA
3926,Setzler Field,4000,,Newberry,SC
7077,Shadek Stadium,2500,,Lancaster,PA
5114,Shelton Stadium,4000,,Abilene,TX
6116,Shentel Stadium,3000,,Winchester,VA
3927,Sherman Field,4684,,Houghton,MI
6090,Sherman Field at McConagha Stadium,2500,,New Concord,OH
5851,Shirk Field at Musselman Stadium,6000,,Gettysburg,PA
6577,SHI Stadium,52454,False,Piscataway,NJ
3928,Shotwell Stadium,15075,False,Abilene,TX
5122,Shuford Stadium,5000,,Salisbury,NC
6208,Sirrine Stadium,15000,,Greenville,SC
3674,Skelly Field at H. A. Chapman Stadium,30000,False,Tulsa,OK
7311,Snapdragon Stadium,35000,True,San Diego,CA
6211,Sodexo Field,2000,,Rindge,NH
7065,SoFi Stadium,71500,,Inglewood,CA
3933,Soldier Field,61500,True,Chicago,IL
3761,Sonny Lubick Field at Hughes Stadium,34400,False,Fort Collins,CO
3934,Southern Nazarene University Football Stadium,2500,,Bethany,OK
4425,Southwestern Field House,0,,Georgetown,TX
4440,Sox Harrison Stadium,6000,,Edinboro,PA
6102,Sparks Stadium,4500,,Puyallup,WA
3936,Spartan Stadium,75005,True,East Lansing,MI
3935,Spartan Stadium,30456,False,San Jose,CA
4416,Spec Martin Municipal Stadium,6000,,DeLand,FL
6241,Spirit Field,1200,,Surprise,AZ
5847,Sponaugle-Williamson Field,4000,,Lancaster,PA
3937,Sports Authority Field at Mile High,76125,True,Denver,CO
3938,Sports Complex (OH),0,,Cincinnati,OH
6085,Sprague Field,6000,,Montclair,NJ
5786,Sprankle-Sprandel Stadium,4000,,Albion,MI
5125,Stadium Red Field,6500,,Cortland,NY
6119,Stagg Field,3867,,Springfield,MA
844,Stambaugh Stadium,20630,False,Youngstown,OH
3940,Stanford Stadium,50424,True,Stanford,CA
5263,Steele Stadium,3000,,Owensboro,KY
5894,Steuben Field,2000,,Clinton,NY
3716,"Stewart """"Red"""" Faught Stadium",4000,,Franklin,IN
3942,Stewart Stadium,17500,False,Ogden,UT
3943,Stillman Stadium,0,,Tuscaloosa,AL
5850,Stoffer Family Stadium,3300,,Newberg,OR
6077,Stokes Stadium,4000,,Kirksville,MO
3944,Strawberry Stadium,7408,False,Hammond,LA
3945,Strong Stadium,3000,,Beloit,WI
538,StubHub Center,27000,False,Carson,CA
3939,St. Vincent Health Field,0,,Indianapolis,IN
3768,Summa Field at InfoCision Stadium,30000,False,Akron,OH
3946,Sun Bowl Stadium,51500,False,El Paso,TX
3947,Sun Devil Stadium,65870,True,Tempe,AZ
5319,SunTrust Park,41084,True,Atlanta,GA
3950,Superior Dome,8000,False,Marquette,MI
3951,Swisher Field,6000,,Aberdeen,SD
4221,Target Field,0,,Minneapolis,MN
5918,Taylor Field,1000,,Plymouth,WI
3953,TCF Bank Stadium,50850,False,Minneapolis,MN
6106,Ted Runner Stadium,6750,,Redlands,CA
3952,Ted Wright Stadium,7500,False,Savannah,GA
3728,Terry Fox Field,2500,,Burnaby,BC
3494,The Dome at America's Center,66000,,Saint Louis,MO
6148,The Pine Bowl,2200,,Spokane,WA
4750,The Reservation,10000,,Gaffney,SC
4779,Thomas Robinson Stadium,15000,True,Nassau,
5870,Thone Stadium at Buerkle Field,6500,,Russellville,AR
3958,Tiger Stadium,102321,True,Baton Rouge,LA
3957,Tiger Stadium (AL),7000,,Livingston,AL
4103,Tiger Stadium (MO),0,,Excelsior Springs,MO
3600,Tom Adams Field,6439,,Detroit,MI
5827,Tomasini Stadium,800,,Mequon,WI
3718,Tom Benson Hall of Fame Stadium,23000,,Canton,OH
5879,Tomlinson Stadium,4000,,Ellensburg,WA
6115,Toppa Field,2500,,Newport,RI
3960,Top Taggart Field,6200,,Big Rapids,MI
716,Torero Stadium,6000,True,San Diego,CA
3879,TowneBank Stadium,4200,,Newport News,VA
7179,Toyota Field,7000,,Madison,AL
5096,Toyota Stadium,5000,,Georgetown,KY
1400,Toyota Stadium,20500,True,Frisco,TX
6132,Trinity University Stadium,3500,,San Antonio,TX
6220,Trojan Stadium,5000,,Madison,SD
4113,Tropicana Field,31042,False,Saint Petersburg,FL
5859,Tucci Stadium,3500,,Bloomington,IL
3962,Tucker Stadium,16500,False,Cookeville,TN
5791,Turf Field,4000,,Reading,PA
5015,Turner Stadium,4400,,Upland,IN
3965,UB Stadium,30270,False,Amherst,NY
3967,UNI-Dome,16324,False,Cedar Falls,IA
3969,University Field (NY),10000,True,Albany,NY
5121,University of Charleston Stadium,18500,,Charleston,WV
3970,University of Phoenix Stadium,65000,True,Glendale,AZ
3971,University Stadium,39224,False,Albuquerque,NM
5888,University Stadium (GA),10000,,Carrollton,GA
6031,Urbana University Stadium,3000,,Urbana,OH
5797,Vago Field,600,,Aurora,IL
4422,Valhalla Stadium,2500,,Mount Berry,GA
3973,Vanderbilt Stadium,40351,False,Nashville,TN
5828,Van Metre Field at Ash Park,1100,,Mount Vernon,IA
3974,Vaught-Hemingway Stadium,64038,True,Oxford,MS
5637,Vendetti Field,763,,Dudley,MA
3975,Veterans Memorial Stadium,30000,False,Troy,AL
5914,Veterans Memorial Stadium (WI),10000,,La Crosse,WI
6284,Village of Lisle-Benedictine University Sports Complex,3071,,Lisle,IL
717,Villanova Stadium,12500,False,Villanova,PA
3979,Wagner College Stadium,3300,False,Staten Island,NY
3980,Waldo Stadium,30200,False,Kalamazoo,MI
2023,Walkup Skydome,10000,False,Flagstaff,AZ
3982,Wallace Wade Stadium,40004,True,Durham,NC
6137,Walston-Hoover Stadium,4000,,Waverly,IA
5830,Walter M. Katz Field,1600,,Milton,MA
5878,Wantland Stadium,10000,,Edmond,OK
3984,War Memorial Stadium,29181,False,Laramie,WY
3983,War Memorial Stadium,54120,False,Little Rock,AR
3985,Warren McGuirk Alumni Stadium,17000,False,Hadley,MA
5913,Warrior Field at Raabe Stadium,1700,,Wauwatosa,WI
3987,Washington-Grizzly Stadium,25217,False,Missoula,MT
5843,W.B. Adams Stadium,5500,,Ferrum,VA
6075,W.B. Mason Stadium,2400,,North Easton,MA
6217,W.C. Hawkins Stadium,3000,,Columbia,SC
3988,Welcome Stadium,11000,False,Dayton,OH
5886,West Family Stadium,4000,,Wheeling,WV
6142,Westside Athletic Complex,2500,,Danbury,CT
5806,Whittier Field,9000,,Brunswick,ME
6150,Wightman Stadium,1909,,Wayne,NJ
5922,Wildcat Field,7000,,Pineville,LA
3688,Wildcat Stadium,11015,False,Durham,NH
5945,Wildcat Stadium (GA),10000,,Fort Valley,GA
5440,Wildcat Stadium (TX),12000,False,Abilene,TX
5996,Wilford Moore Stadium,3550,,Abilene,TX
6152,Wiliams Stadium (OH),3500,,Wilmington,OH
5891,Wilkins Stadium,6000,,Magnolia,AR
5400,William B. Greene Jr. Stadium,7694,False,Johnson City,TN
3991,"William Dick"""" Price Stadium""""",30000,False,Norfolk,VA
3990,William H. Greene Stadium,10000,False,Washington,DC
5811,William Rolland Stadium,2000,,Thousand Oaks,CA
3994,Williams-Brice Stadium,80250,True,Columbia,SC
3992,Williams Stadium,25000,False,Lynchburg,VA
6138,Wilson Field,4000,,Lexington,VA
6037,Woodforest Bank Stadium,0,,Shenandoah,TX
5636,Wright Stadium,1200,,Oneonta,NY
4250,Wrigley Field,0,,Chicago,IL
3996,Yager Stadium,24286,False,Oxford,OH
6034,Yager Stadium at Moore Bowl,7200,,Topeka,KS
3997,Yale Bowl,61446,False,New Haven,CT
4102,Yankee Stadium,54251,False,New York,NY
4423,Young-Wise Memorial Stadium,1500,,Conway,AR
6061,Younts Stadium,4500,,Tigerville,SC
3998,Zable Stadium,12400,False,Williamsburg,VA
